,ClientID,RiskPropension,PortfolioRisk,ClientInvestmentHorizon,PortfolioHorizon,ClientKnowledgeExperience,ClientPotentialIndex,IncomeHighLow,Sex,AuM,Age,IncomeNeed,LongTermCareNeed,ProtectionNeed,PensionNeed,InheritanceIndex,PanicMood,ClientDateStart,NoTrustInBanks,Prov,BondInvestments,EquityInvestments,MoneyMarketInvestments,OtherInvestments,Cash,Clusters
87,Client88,0.33803349299999996,0.052660267000000004,7.65,1.3771,0.523809524,0.03803681,0,0,105054,67,0.32737771,0.42282315200000004,0.310510044,0.501455207,0.588963629,0,2016,1,PR,0.7763,0.1616,0.0491,0.0,0.0131,0
88,Client89,0.43266425799999997,0.04814826,18.95773915,1.2976,0.6190476189999999,0.479754601,0,0,42400,50,0.28734518,0.184178607,0.261197329,0.72255918,0.5923172729999999,0,2016,0,SO,0.7964,0.1559,0.0,0.0,0.0477,0
89,Client90,0.69473696,0.01511068,16.90087726,2.3817,0.6190476189999999,0.214110429,0,0,24986,36,0.15644957199999998,0.7712999420000001,0.679194537,0.577902378,0.137868821,0,2015,0,FE,0.1782,0.2794,0.0303,0.0,0.512,2
90,Client91,0.379352917,0.030433334,4.77,1.4825,0.6190476189999999,0.008588957,0,0,99749,79,0.3833934,0.186510979,0.406730496,0.076718203,0.6100257060000001,0,1985,0,TO,0.764,0.1742,0.052000000000000005,0.0097,0.0,0
91,Client92,0.339149487,0.08266965400000001,6.95,2.6835,0.6190476189999999,0.128220859,0,1,278720,71,0.644807995,0.480180536,0.264487423,0.575356059,0.667380693,0,2016,0,BS,0.5668,0.3207,0.0176,0.0025,0.0923,1
92,Client93,0.37665907200000004,0.0,22.06729989,0.5,0.523809524,0.27730061300000003,0,0,34244,51,0.2093701,0.48073775399999996,0.349797446,0.484137686,0.568542478,0,2016,0,LC,0.0,0.0,0.0,0.0,1.0,0
93,Client94,0.68848114,0.057202555999999995,12.71440341,2.6468,0.7142857140000001,0.21656441699999998,0,0,159132,35,0.16992226600000002,0.218940627,0.611493728,0.591457242,0.433598308,0,2015,0,TV,0.2683,0.1432,0.0218,0.1512,0.4155,-1
94,Client95,0.47228534899999997,0.033279835,7.43,2.7098,0.7142857140000001,0.347852761,1,1,42202,63,0.351274886,0.505225984,0.248901856,0.49466852299999997,0.600247121,0,2016,0,LU,0.5937,0.3275,0.0329,0.0387,0.0071,0
95,Client96,0.41692525,0.030887563,18.98752709,2.5533,0.523809524,0.079754601,0,1,30199,50,0.252291164,0.49554657700000004,0.266498818,0.795670179,0.41867406100000004,0,2015,0,CO,0.405,0.2131,0.1079,0.1322,0.1419,0
96,Client97,0.41992922200000005,0.039033401,4.85,2.1568,0.80952381,0.31595092,0,1,263123,76,0.7316766140000001,0.250777566,0.36279568799999995,0.12737664099999998,0.719872463,0,2016,0,BS,0.6476,0.2684,0.0622,0.0114,0.0104,1
97,Client98,0.34136855299999996,0.039578476,5.841,1.9931,0.7142857140000001,0.642944785,1,0,86615,65,0.34223725899999996,0.265521558,0.35021402700000004,0.585083247,0.7382241,0,2015,0,MI,0.5858,0.3957,0.0139,0.0,0.0046,0
98,Client99,0.454024771,0.059352572,6.73,3.8093,0.7142857140000001,0.13067484699999998,0,1,102509,70,0.338634097,0.44640665399999996,0.213878798,0.137086179,0.595337121,0,2015,0,MI,0.3358,0.5105,0.1022,0.0498,0.0017,0
99,Client100,0.633553219,0.083638676,11.82273112,4.1315,0.428571429,0.106748466,0,1,16557,39,0.195545547,0.820107943,0.147207676,0.84344785,0.131131387,0,2016,0,LU,0.5168,0.4771,0.0,0.0,0.006,0
100,Client101,0.39779668700000004,0.036883384,8.656178487,3.3879,0.523809524,0.16993865,0,1,36191,54,0.313910717,0.25029794899999996,0.290935132,0.538193725,0.502522304,0,2015,0,CR,0.5562,0.2336,0.0407,0.1695,0.0001,0
101,Client102,0.479199793,1.0,10.180534800000002,7.1158,0.6190476189999999,0.345398773,0,1,38690,64,0.359459728,0.183148024,0.108122611,0.5042323710000001,0.628180838,0,2016,0,SA,0.1156,0.8821,0.0,0.0,0.0023,0
102,Client103,0.565628768,0.061532870999999996,8.637782795,2.3679,0.6190476189999999,0.272392638,0,0,100710,53,0.32700843,0.43735537799999996,0.20772818899999998,0.544167253,0.584358707,0,2016,0,PD,0.5966,0.29,0.1071,0.0063,0.0,0
103,Client104,0.395679564,0.028131907999999997,8.008351767,0.5,0.428571429,0.17239263800000001,0,1,30785,53,0.299665611,0.864810657,0.310960698,0.631505941,0.251801233,0,2015,0,TN,0.0,0.0,0.0,0.0,1.0,0
104,Client105,0.599601354,0.132332011,31.00729718,7.9999,0.7142857140000001,0.39202454,0,0,12886,45,0.27512249899999996,0.19687096899999998,0.048565265999999996,0.604266483,0.465424469,0,2010,0,MI,0.1,0.9,0.0,0.0,0.0,0
105,Client106,0.46655709,0.090421827,22.18263885,1.1699,0.7142857140000001,0.18220858899999998,0,0,86477,49,0.265501977,0.256084981,0.268260763,0.203372267,0.507243303,0,2012,1,MB,0.782,0.0898,0.0,0.0,0.1282,0
106,Client107,0.41303017399999997,0.037186204,7.65,2.4391,0.6190476189999999,0.050306748,0,0,37916,62,0.319323247,0.094228101,0.254918001,0.49161319200000003,0.525415894,0,2016,0,MI,0.6532,0.3066,0.0273,0.0128,0.0,0
107,Client108,0.6050995929999999,0.064167398,9.001682951,2.239,0.80952381,0.279754601,0,1,323807,50,0.54447018,0.168965107,0.638286271,0.5151544020000001,0.600332072,0,1986,0,CO,0.5587,0.2769,0.1355,0.0237,0.0052,-1
108,Client109,0.365960532,0.130757351,15.62615336,0.5,0.523809524,0.065030675,0,1,10071,56,0.242427947,0.525178944,0.29962297,0.172486803,0.411059533,0,2016,0,PG,0.0,0.0,0.0,0.0,1.0,0
109,Client110,0.83920277,0.021439602999999998,16.10715704,1.7281,0.6190476189999999,0.496932515,1,1,110144,43,0.213021784,0.448034904,0.636950098,0.307714433,0.611271027,0,2016,0,TV,0.2467,0.1337,0.0393,0.0357,0.5446,-1
110,Client111,0.3979669,0.033885474,6.19,2.2396,0.80952381,0.120858896,0,1,35348,74,0.373974362,0.6127544220000001,0.259484596,0.085355976,0.624504989,0,2016,0,RM,0.3247,0.2971,0.0674,0.0463,0.2645,0
